timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes,packets,duration_ms,flag
2026-08-24 09:00:55.201772,10.0.0.12,203.0.113.5,5667,53,UDP,8623,17,497,ACK
2026-08-24 09:00:56.725251,10.0.0.16,198.51.100.11,48429,443,TCP,14656,29,1179,FIN
2026-08-24 09:00:58.132194,10.0.0.35,198.51.100.2,13502,22,TCP,1745,3,208,FIN
2026-08-24 09:01:00.161869,10.0.0.23,203.0.113.53,57636,22,TCP,12145,24,120,FIN
2026-08-24 09:01:01.058107,10.0.0.30,203.0.113.13,27410,80,TCP,12131,24,704,SYN-ACK
2026-08-24 09:01:02.553466,10.0.0.16,198.51.100.10,10210,22,TCP,7112,14,385,ACK
2026-08-24 09:01:03.027610,10.0.0.37,203.0.113.10,53978,22,TCP,14312,28,1763,FIN
2026-08-24 09:01:03.693281,10.0.0.30,198.51.100.11,64528,80,TCP,1728,3,1907,SYN-ACK
2026-08-24 09:01:04.354265,10.0.0.25,198.51.100.3,57689,443,TCP,6770,13,1858,SYN-ACK
2026-08-24 09:01:05.352963,10.0.0.10,203.0.113.50,61744,53,UDP,13046,26,1617,ACK
2026-08-24 09:01:06.084677,10.0.0.32,198.51.100.35,44400,25,TCP,11970,23,1006,SYN-ACK
2026-08-24 09:01:07.162770,10.0.0.16,203.0.113.8,49241,25,TCP,9083,18,134,FIN
2026-08-24 09:01:07.522033,10.0.0.11,198.51.100.16,33978,22,TCP,14170,28,1097,SYN-ACK
2026-08-24 09:01:10.135127,10.0.0.26,203.0.113.11,5514,443,TCP,9949,19,149,FIN
2026-08-24 09:01:12.069395,10.0.0.22,203.0.113.16,17159,25,TCP,9685,19,1227,SYN-ACK
2026-08-24 09:01:12.841321,10.0.0.23,198.51.100.26,38066,25,TCP,8765,17,657,ACK
2026-08-24 09:01:14.848723,10.0.0.32,203.0.113.41,18431,443,TCP,6684,13,278,FIN
2026-08-24 09:01:17.837793,10.0.0.24,203.0.113.41,1634,80,TCP,7708,15,1282,FIN
2026-08-24 09:01:20.504213,10.0.0.12,198.51.100.10,34177,443,TCP,4545,9,281,ACK
2026-08-24 09:01:22.674125,10.0.0.38,203.0.113.32,19700,53,UDP,2784,5,907,FIN
2026-08-24 09:01:23.712386,10.0.0.29,198.51.100.25,1536,25,TCP,11142,22,1683,FIN
2026-08-24 09:01:25.991153,10.0.0.31,203.0.113.14,18356,443,TCP,2091,4,1832,SYN-ACK
2026-08-24 09:01:26.761225,10.0.0.14,203.0.113.35,40662,53,UDP,3650,7,1479,ACK
2026-08-24 09:01:27.219661,10.0.0.30,203.0.113.34,33040,25,TCP,4314,8,1864,SYN-ACK
2026-08-24 09:01:29.203578,10.0.0.23,203.0.113.36,1256,80,TCP,5664,11,1589,SYN-ACK
2026-08-24 09:01:29.430653,10.0.0.18,203.0.113.21,37178,22,TCP,11761,23,885,FIN
2026-08-24 09:01:31.261680,10.0.0.12,198.51.100.30,36779,443,TCP,790,1,1719,ACK
2026-08-24 09:01:33.978669,10.0.0.14,203.0.113.56,3765,443,TCP,5250,10,756,SYN-ACK
2026-08-24 09:01:36.654246,10.0.0.16,198.51.100.29,44732,443,TCP,1884,3,734,FIN
2026-08-24 09:01:39.587623,10.0.0.23,198.51.100.21,61694,443,TCP,4078,8,1780,SYN-ACK
2026-08-24 09:01:41.978305,10.0.0.35,203.0.113.23,2648,22,TCP,3138,6,1518,ACK
2026-08-24 09:01:42.480973,10.0.0.23,198.51.100.27,18509,443,TCP,2808,5,1622,FIN
2026-08-24 09:01:43.660017,10.0.0.37,203.0.113.5,15601,22,TCP,3469,6,1682,ACK
2026-08-24 09:01:44.779150,10.0.0.36,203.0.113.30,2574,443,TCP,11013,22,405,ACK
2026-08-24 09:01:46.881801,10.0.0.37,203.0.113.9,24036,53,UDP,10710,21,1053,ACK
2026-08-24 09:01:47.581791,10.0.0.36,198.51.100.10,62577,53,UDP,652,1,246,ACK
2026-08-24 09:01:49.983790,10.0.0.18,203.0.113.5,40120,80,TCP,7319,14,717,FIN
2026-08-24 09:01:50.716011,10.0.0.23,198.51.100.19,8602,25,TCP,6511,13,1852,FIN
2026-08-24 09:01:52.839211,10.0.0.11,198.51.100.32,1134,22,TCP,8718,17,1905,FIN
2026-08-24 09:01:55.617369,10.0.0.33,198.51.100.36,24893,443,TCP,7266,14,153,FIN
2026-08-24 09:01:56.683366,10.0.0.29,203.0.113.41,48193,80,TCP,14946,29,625,FIN
2026-08-24 09:01:57.420518,10.0.0.23,203.0.113.42,46716,22,TCP,5044,10,1145,SYN-ACK
2026-08-24 09:01:59.154742,10.0.0.31,203.0.113.49,41362,443,TCP,9524,19,626,ACK
2026-08-24 09:02:01.053394,10.0.0.10,203.0.113.39,14798,53,UDP,7243,14,1619,FIN
2026-08-24 09:02:02.578315,10.0.0.20,198.51.100.1,30001,22,TCP,11269,22,447,FIN
2026-08-24 09:02:04.637106,10.0.0.38,198.51.100.36,44202,443,TCP,1589,3,591,FIN
2026-08-24 09:02:05.706281,10.0.0.29,203.0.113.43,54660,80,TCP,12506,25,491,FIN
2026-08-24 09:02:07.617848,10.0.0.35,203.0.113.26,2624,443,TCP,957,1,511,ACK
2026-08-24 09:02:08.362267,10.0.0.34,203.0.113.10,28184,22,TCP,14718,29,1299,FIN
2026-08-24 09:02:10.487610,10.0.0.32,203.0.113.50,27215,22,TCP,4197,8,312,FIN
2026-08-24 09:02:12.939118,10.0.0.38,198.51.100.38,52038,80,TCP,7165,14,458,SYN-ACK
2026-08-24 09:02:14.417211,10.0.0.32,198.51.100.8,4315,22,TCP,9332,18,520,SYN-ACK
2026-08-24 09:02:16.332638,10.0.0.35,198.51.100.1,37653,25,TCP,9955,19,659,ACK
2026-08-24 09:02:18.614873,10.0.0.33,198.51.100.6,55456,22,TCP,9176,18,923,SYN-ACK
2026-08-24 09:02:19.591345,10.0.0.25,203.0.113.58,50292,53,UDP,4250,8,1730,FIN
2026-08-24 09:02:20.008298,10.0.0.34,198.51.100.8,42098,22,TCP,4119,8,572,ACK
2026-08-24 09:02:20.433915,10.0.0.19,203.0.113.31,23034,53,UDP,5438,10,1838,FIN
2026-08-24 09:02:20.813756,10.0.0.14,203.0.113.30,46502,22,TCP,2703,5,1456,SYN-ACK
2026-08-24 09:02:23.345851,10.0.0.23,203.0.113.43,31558,25,TCP,7012,14,137,SYN-ACK
2026-08-24 09:02:24.610918,10.0.0.22,198.51.100.16,57170,80,TCP,14628,29,1577,FIN
2026-08-24 09:02:26.317936,10.0.0.10,203.0.113.46,50403,53,UDP,6589,13,1757,ACK
2026-08-24 09:02:27.282155,10.0.0.33,198.51.100.11,59862,25,TCP,3813,7,1009,SYN-ACK
2026-08-24 09:02:29.509863,10.0.0.25,203.0.113.4,23052,22,TCP,11158,22,1400,ACK
2026-08-24 09:02:30,10.0.0.31,203.0.113.201,50025,443,TCP,241,2,56,ACK
2026-08-24 09:02:31.367163,10.0.0.36,198.51.100.1,41804,443,TCP,8951,17,65,ACK
2026-08-24 09:02:32.076004,10.0.0.31,203.0.113.4,43147,80,TCP,7222,14,287,ACK
2026-08-24 09:02:34.407447,10.0.0.18,203.0.113.49,14895,53,UDP,7649,15,679,ACK
2026-08-24 09:02:34.661720,10.0.0.22,203.0.113.36,17556,22,TCP,13879,27,177,ACK
2026-08-24 09:02:34.974443,10.0.0.27,203.0.113.7,15718,53,UDP,10851,21,150,FIN
2026-08-24 09:02:35.842369,10.0.0.10,203.0.113.32,56023,443,TCP,533,1,1282,SYN-ACK
2026-08-24 09:02:36.759851,10.0.0.25,198.51.100.27,37984,80,TCP,3771,7,962,FIN
2026-08-24 09:02:39.137668,10.0.0.21,203.0.113.22,40820,25,TCP,12454,24,1481,SYN-ACK
2026-08-24 09:02:40.949899,10.0.0.15,203.0.113.40,38948,80,TCP,620,1,1912,ACK
2026-08-24 09:02:42.807773,10.0.0.39,203.0.113.49,62724,22,TCP,11914,23,416,SYN-ACK
2026-08-24 09:02:45.388594,10.0.0.36,198.51.100.22,7702,443,TCP,11622,23,1592,ACK
2026-08-24 09:02:46.788052,10.0.0.29,203.0.113.16,52314,25,TCP,872,1,721,FIN
2026-08-24 09:02:49.290579,10.0.0.21,203.0.113.9,43461,25,TCP,5790,11,35,ACK
2026-08-24 09:02:51.471043,10.0.0.13,203.0.113.56,42677,53,UDP,14807,29,1707,ACK
2026-08-24 09:02:53.934001,10.0.0.23,203.0.113.23,64297,25,TCP,10857,21,563,FIN
2026-08-24 09:02:54.885509,10.0.0.27,198.51.100.3,29569,22,TCP,13728,27,1507,FIN
2026-08-24 09:02:57.186843,10.0.0.37,203.0.113.32,19303,80,TCP,14644,29,933,SYN-ACK
2026-08-24 09:02:57.895995,10.0.0.28,198.51.100.20,23070,22,TCP,670,1,1022,ACK
2026-08-24 09:03:00,10.0.0.31,203.0.113.201,50302,443,TCP,233,2,55,ACK
2026-08-24 09:03:00.059310,10.0.0.16,203.0.113.46,23328,53,UDP,4781,9,1812,FIN
2026-08-24 09:03:02.275519,10.0.0.18,198.51.100.13,34881,80,TCP,3330,6,185,SYN-ACK
2026-08-24 09:03:03.849819,10.0.0.25,198.51.100.13,46283,443,TCP,8000,16,1332,FIN
2026-08-24 09:03:04.731073,10.0.0.35,203.0.113.3,20307,80,TCP,3830,7,838,FIN
2026-08-24 09:03:06.122484,10.0.0.31,198.51.100.16,32039,53,UDP,9268,18,1097,ACK
2026-08-24 09:03:07.181028,10.0.0.33,198.51.100.12,24080,53,UDP,11715,23,939,ACK
2026-08-24 09:03:10.043485,10.0.0.17,203.0.113.16,21703,443,TCP,2158,4,1531,FIN
2026-08-24 09:03:12.272323,10.0.0.32,203.0.113.24,15204,443,TCP,12301,24,1001,ACK
2026-08-24 09:03:13.301813,10.0.0.34,198.51.100.9,19570,25,TCP,1847,3,1715,SYN-ACK
2026-08-24 09:03:14.269885,10.0.0.21,203.0.113.23,1951,53,UDP,11800,23,1103,SYN-ACK
2026-08-24 09:03:14.757130,10.0.0.11,198.51.100.12,46729,53,UDP,2268,4,1316,ACK
2026-08-24 09:03:15.473348,10.0.0.10,198.51.100.15,31786,53,UDP,8043,16,912,ACK
2026-08-24 09:03:17.050238,10.0.0.11,203.0.113.33,8500,22,TCP,13669,27,143,ACK
2026-08-24 09:03:19.907790,10.0.0.28,198.51.100.22,10967,80,TCP,2644,5,1671,FIN
2026-08-24 09:03:21.776945,10.0.0.12,203.0.113.32,37597,80,TCP,12724,25,862,FIN
2026-08-24 09:03:22.809534,10.0.0.29,203.0.113.29,25952,25,TCP,7581,15,1870,ACK
2026-08-24 09:03:25.697839,10.0.0.28,203.0.113.55,38289,53,UDP,10374,20,133,FIN
2026-08-24 09:03:26.125164,10.0.0.13,198.51.100.39,42017,443,TCP,3657,7,551,FIN
2026-08-24 09:03:27.586574,10.0.0.17,203.0.113.23,5943,25,TCP,2764,5,15,ACK
2026-08-24 09:03:28.578185,10.0.0.29,198.51.100.2,3163,53,UDP,3992,7,600,FIN
2026-08-24 09:03:30,10.0.0.31,203.0.113.201,50118,443,TCP,198,2,72,ACK
2026-08-24 09:03:30.984103,10.0.0.37,203.0.113.59,46072,80,TCP,4024,8,1902,ACK
2026-08-24 09:03:32.997480,10.0.0.30,198.51.100.17,28885,443,TCP,2080,4,1125,SYN-ACK
2026-08-24 09:03:34.863603,10.0.0.39,203.0.113.35,5703,443,TCP,1177,2,349,ACK
2026-08-24 09:03:35.915058,10.0.0.36,198.51.100.14,29804,53,UDP,2237,4,969,FIN
2026-08-24 09:03:37.789561,10.0.0.22,203.0.113.35,36412,25,TCP,8290,16,906,SYN-ACK
2026-08-24 09:03:38.630549,10.0.0.38,203.0.113.56,40588,53,UDP,4302,8,62,SYN-ACK
2026-08-24 09:03:41.130528,10.0.0.31,198.51.100.15,63334,25,TCP,539,1,1576,FIN
2026-08-24 09:03:43.895532,10.0.0.28,203.0.113.6,31858,443,TCP,8702,17,1344,ACK
2026-08-24 09:03:45.411561,10.0.0.15,198.51.100.16,42625,22,TCP,13540,27,1017,SYN-ACK
2026-08-24 09:03:46.535011,10.0.0.23,203.0.113.43,44941,53,UDP,1913,3,1766,SYN-ACK
2026-08-24 09:03:46.837763,10.0.0.32,198.51.100.5,44447,53,UDP,6761,13,1676,FIN
2026-08-24 09:03:49.459513,10.0.0.12,203.0.113.41,22210,53,UDP,2099,4,1996,ACK
2026-08-24 09:03:51.111143,10.0.0.36,203.0.113.1,31300,25,TCP,6970,13,121,SYN-ACK
2026-08-24 09:03:51.881106,10.0.0.29,198.51.100.38,42010,22,TCP,7442,14,1566,SYN-ACK
2026-08-24 09:03:52.421099,10.0.0.27,203.0.113.17,29736,53,UDP,14631,29,1440,ACK
2026-08-24 09:03:52.659388,10.0.0.30,198.51.100.19,47540,443,TCP,2794,5,646,FIN
2026-08-24 09:03:54.672975,10.0.0.23,203.0.113.12,56166,443,TCP,2058,4,955,SYN-ACK
2026-08-24 09:03:57.210202,10.0.0.14,198.51.100.5,34373,53,UDP,11757,23,569,ACK
2026-08-24 09:03:59.991433,10.0.0.25,203.0.113.32,37151,22,TCP,2569,5,795,SYN-ACK
2026-08-24 09:04:00,10.0.0.31,203.0.113.201,50319,443,TCP,223,2,79,ACK
2026-08-24 09:04:01.143084,10.0.0.26,198.51.100.37,57648,443,TCP,1343,2,575,ACK
2026-08-24 09:04:02.179040,10.0.0.35,198.51.100.6,54799,53,UDP,242,1,589,FIN
2026-08-24 09:04:03.735196,10.0.0.28,198.51.100.16,57729,22,TCP,2634,5,924,FIN
2026-08-24 09:04:06.370081,10.0.0.20,198.51.100.12,25744,25,TCP,7660,15,1920,ACK
2026-08-24 09:04:06.692293,10.0.0.32,203.0.113.31,26122,25,TCP,4026,8,1763,ACK
2026-08-24 09:04:09.638584,10.0.0.33,198.51.100.2,26326,22,TCP,11073,22,1632,FIN
2026-08-24 09:04:12.286317,10.0.0.25,203.0.113.5,33942,443,TCP,9869,19,689,SYN-ACK
2026-08-24 09:04:12.889952,10.0.0.24,203.0.113.13,60690,25,TCP,7686,15,41,FIN
2026-08-24 09:04:14.037923,10.0.0.37,198.51.100.25,5927,443,TCP,7892,15,1610,ACK
2026-08-24 09:04:16.644081,10.0.0.32,203.0.113.51,56845,80,TCP,5583,11,1755,FIN
2026-08-24 09:04:17.035659,10.0.0.22,203.0.113.41,58196,22,TCP,9064,18,83,FIN
2026-08-24 09:04:19.975005,10.0.0.30,198.51.100.29,15932,53,UDP,12435,24,195,ACK
2026-08-24 09:04:22.704592,10.0.0.34,198.51.100.23,30100,80,TCP,2925,5,1431,ACK
2026-08-24 09:04:23.312187,10.0.0.11,203.0.113.42,20250,80,TCP,6073,12,777,ACK
2026-08-24 09:04:24.002381,10.0.0.26,203.0.113.53,45706,25,TCP,13184,26,378,SYN-ACK
2026-08-24 09:04:24.603111,10.0.0.29,203.0.113.49,45793,25,TCP,4145,8,1029,FIN
2026-08-24 09:04:27.320055,10.0.0.24,198.51.100.23,31142,53,UDP,4383,8,1375,SYN-ACK
2026-08-24 09:04:30,10.0.0.31,203.0.113.201,50803,443,TCP,206,2,83,ACK
2026-08-24 09:04:30.285480,10.0.0.24,203.0.113.37,11377,25,TCP,1410,2,914,ACK
2026-08-24 09:04:31.043288,10.0.0.19,198.51.100.23,46264,22,TCP,4297,8,945,ACK
2026-08-24 09:04:32.852761,10.0.0.22,198.51.100.3,16569,80,TCP,6448,12,1181,ACK
2026-08-24 09:04:33.075435,10.0.0.32,203.0.113.38,55421,80,TCP,10984,21,820,ACK
2026-08-24 09:04:35.607384,10.0.0.37,198.51.100.29,60702,80,TCP,10135,20,1536,ACK
2026-08-24 09:04:37.589914,10.0.0.38,203.0.113.37,40808,443,TCP,13338,26,731,SYN-ACK
2026-08-24 09:04:39.599668,10.0.0.29,203.0.113.33,42196,443,TCP,1791,3,1860,FIN
2026-08-24 09:04:40.052041,10.0.0.19,203.0.113.57,39006,80,TCP,6177,12,1509,SYN-ACK
2026-08-24 09:04:42.706131,10.0.0.19,203.0.113.42,12534,22,TCP,3489,6,280,FIN
2026-08-24 09:04:43.625647,10.0.0.21,198.51.100.9,60890,25,TCP,4665,9,1710,SYN-ACK
2026-08-24 09:04:45.136975,10.0.0.36,198.51.100.3,49950,53,UDP,14460,28,703,SYN-ACK
2026-08-24 09:04:48.080813,10.0.0.12,203.0.113.19,57394,443,TCP,11280,22,1493,FIN
2026-08-24 09:04:49.021297,10.0.0.37,198.51.100.13,6942,53,UDP,13154,26,818,SYN-ACK
2026-08-24 09:04:50.858065,10.0.0.13,203.0.113.59,45118,53,UDP,12471,24,1386,ACK
2026-08-24 09:04:51.128134,10.0.0.36,198.51.100.23,8124,53,UDP,11256,22,488,ACK
2026-08-24 09:04:51.505142,10.0.0.38,198.51.100.13,61006,53,UDP,10195,20,463,FIN
2026-08-24 09:04:51.832113,10.0.0.36,198.51.100.1,43572,53,UDP,6889,13,248,SYN-ACK
2026-08-24 09:04:52.411972,10.0.0.11,203.0.113.39,8634,22,TCP,1792,3,490,FIN
2026-08-24 09:04:53.044636,10.0.0.24,203.0.113.48,28491,25,TCP,9822,19,1530,FIN
2026-08-24 09:04:55.873985,10.0.0.23,198.51.100.25,55660,80,TCP,8217,16,1270,ACK
2026-08-24 09:04:58.469246,10.0.0.18,203.0.113.5,15262,53,UDP,7464,14,920,SYN-ACK
2026-08-24 09:04:58.838786,10.0.0.13,198.51.100.29,36706,53,UDP,14973,29,1330,ACK
2026-08-24 09:04:59.295472,10.0.0.18,203.0.113.25,63218,80,TCP,14094,28,1697,ACK
2026-08-24 09:05:00,10.0.0.31,203.0.113.201,50494,443,TCP,224,2,80,ACK
2026-08-24 09:05:00.177465,10.0.0.16,198.51.100.24,64665,25,TCP,549,1,113,ACK
2026-08-24 09:05:00.957506,10.0.0.14,198.51.100.14,5520,443,TCP,13795,27,1577,FIN
2026-08-24 09:05:01.165446,10.0.0.16,203.0.113.30,51773,53,UDP,2617,5,1625,FIN
2026-08-24 09:05:01.673240,10.0.0.37,203.0.113.19,36427,443,TCP,4306,8,1645,SYN-ACK
2026-08-24 09:05:03.522028,10.0.0.37,203.0.113.4,1997,443,TCP,6069,12,1627,SYN-ACK
2026-08-24 09:05:05.195067,10.0.0.10,203.0.113.23,4458,53,UDP,2276,4,1529,ACK
2026-08-24 09:05:07.057332,10.0.0.33,203.0.113.9,30402,22,TCP,12947,25,751,FIN
2026-08-24 09:05:09.450368,10.0.0.24,198.51.100.6,62982,443,TCP,10277,20,98,FIN
2026-08-24 09:05:09.820679,10.0.0.37,198.51.100.26,20791,25,TCP,7704,15,1327,SYN-ACK
2026-08-24 09:05:12.567841,10.0.0.25,203.0.113.52,45988,22,TCP,1968,3,1014,FIN
2026-08-24 09:05:13.537886,10.0.0.12,203.0.113.11,40889,53,UDP,2630,5,144,SYN-ACK
2026-08-24 09:05:15.223445,10.0.0.30,198.51.100.16,47695,25,TCP,5527,11,790,FIN
2026-08-24 09:05:15.743804,10.0.0.24,198.51.100.6,29217,25,TCP,1824,3,1634,FIN
2026-08-24 09:05:17.208158,10.0.0.30,198.51.100.25,48264,25,TCP,14380,28,450,ACK
2026-08-24 09:05:19.451073,10.0.0.17,203.0.113.53,55249,53,UDP,7630,15,826,ACK
2026-08-24 09:05:21.574172,10.0.0.20,203.0.113.55,44612,53,UDP,4376,8,776,SYN-ACK
2026-08-24 09:05:22.044552,10.0.0.25,203.0.113.9,55535,80,TCP,1598,3,200,ACK
2026-08-24 09:05:23.817265,10.0.0.33,203.0.113.48,37486,443,TCP,1182,2,1211,FIN
2026-08-24 09:05:26.447923,10.0.0.31,203.0.113.16,24197,22,TCP,14513,29,1372,ACK
2026-08-24 09:05:28.266095,10.0.0.33,203.0.113.7,40372,53,UDP,5319,10,730,SYN-ACK
2026-08-24 09:05:30,10.0.0.31,203.0.113.201,50099,443,TCP,236,2,78,ACK
2026-08-24 09:05:30.833141,10.0.0.16,203.0.113.20,15720,22,TCP,14081,28,231,ACK
2026-08-24 09:05:33.399575,10.0.0.21,203.0.113.15,38648,53,UDP,3905,7,1663,ACK
2026-08-24 09:05:35.304761,10.0.0.34,198.51.100.21,45259,25,TCP,10729,21,1150,SYN-ACK
2026-08-24 09:05:37.639508,10.0.0.31,198.51.100.30,2921,53,UDP,3155,6,569,FIN
2026-08-24 09:05:39.425207,10.0.0.39,203.0.113.44,1424,53,UDP,3172,6,1791,SYN-ACK
2026-08-24 09:05:39.882129,10.0.0.22,203.0.113.9,49584,443,TCP,10573,21,2000,SYN-ACK
2026-08-24 09:05:41.118278,10.0.0.26,203.0.113.28,28538,22,TCP,7632,15,708,SYN-ACK
2026-08-24 09:05:41.753902,10.0.0.33,203.0.113.42,40098,25,TCP,1591,3,1819,SYN-ACK
2026-08-24 09:05:43.807330,10.0.0.34,198.51.100.21,45193,80,TCP,1536,3,567,ACK
2026-08-24 09:05:44.326019,10.0.0.25,198.51.100.19,28167,22,TCP,4675,9,451,FIN
2026-08-24 09:05:46.001435,10.0.0.23,203.0.113.15,45471,53,UDP,11316,22,1224,ACK
2026-08-24 09:05:46.773820,10.0.0.19,203.0.113.6,26927,443,TCP,10019,20,122,SYN-ACK
2026-08-24 09:05:48.366499,10.0.0.16,203.0.113.18,19993,53,UDP,5575,11,255,SYN-ACK
2026-08-24 09:05:49.967234,10.0.0.23,203.0.113.23,25941,443,TCP,8925,17,1451,SYN-ACK
2026-08-24 09:05:50.285680,10.0.0.36,198.51.100.27,5747,53,UDP,6705,13,1774,FIN
2026-08-24 09:05:52.091199,10.0.0.10,203.0.113.59,57523,80,TCP,5329,10,1189,ACK
2026-08-24 09:05:54.996558,10.0.0.32,198.51.100.23,19997,22,TCP,2087,4,839,SYN-ACK
2026-08-24 09:05:55.443322,10.0.0.15,198.51.100.21,55551,22,TCP,11498,22,1893,ACK
2026-08-24 09:05:55.863534,10.0.0.37,203.0.113.14,29576,443,TCP,9848,19,830,FIN
2026-08-24 09:05:56.277396,10.0.0.37,203.0.113.40,15544,53,UDP,5656,11,1605,SYN-ACK
2026-08-24 09:05:57.460475,10.0.0.30,203.0.113.15,34444,25,TCP,3376,6,1865,ACK
2026-08-24 09:05:58.212836,10.0.0.36,198.51.100.24,16508,443,TCP,1884,3,309,ACK
2026-08-24 09:05:59.711905,10.0.0.29,203.0.113.20,12633,80,TCP,12862,25,1296,ACK
2026-08-24 09:06:00,10.0.0.31,203.0.113.201,50326,443,TCP,188,2,69,ACK
2026-08-24 09:06:01.712282,10.0.0.28,198.51.100.39,30443,25,TCP,11359,22,1902,FIN
2026-08-24 09:06:03.150465,10.0.0.29,203.0.113.42,10917,53,UDP,7405,14,149,ACK
2026-08-24 09:06:04.219607,10.0.0.19,203.0.113.36,4705,25,TCP,5966,11,1049,SYN-ACK
2026-08-24 09:06:06.224673,10.0.0.24,203.0.113.5,25189,80,TCP,13826,27,597,SYN-ACK
2026-08-24 09:06:08.049595,10.0.0.37,203.0.113.12,39957,25,TCP,8507,17,797,ACK
2026-08-24 09:06:08.776666,10.0.0.35,198.51.100.36,30497,80,TCP,13468,26,1180,FIN
2026-08-24 09:06:11.247373,10.0.0.29,198.51.100.2,10910,25,TCP,1213,2,932,SYN-ACK
2026-08-24 09:06:12.141055,10.0.0.36,203.0.113.44,34090,80,TCP,10786,21,363,SYN-ACK
2026-08-24 09:06:13.385041,10.0.0.24,203.0.113.57,35282,25,TCP,10191,20,335,ACK
2026-08-24 09:06:13.731664,10.0.0.19,203.0.113.50,51779,22,TCP,5743,11,1400,FIN
2026-08-24 09:06:15.831126,10.0.0.30,198.51.100.24,5343,53,UDP,5601,11,203,FIN
2026-08-24 09:06:17.662797,10.0.0.19,203.0.113.33,58255,25,TCP,2663,5,692,SYN-ACK
2026-08-24 09:06:18.960279,10.0.0.14,203.0.113.45,64442,53,UDP,10948,21,1440,FIN
2026-08-24 09:06:21.376932,10.0.0.29,198.51.100.32,21312,80,TCP,9357,18,781,FIN
2026-08-24 09:06:23.000700,10.0.0.36,203.0.113.17,7148,25,TCP,10784,21,1383,ACK
2026-08-24 09:06:23.738315,10.0.0.10,203.0.113.47,12837,53,UDP,3709,7,709,ACK
2026-08-24 09:06:25.359846,10.0.0.14,203.0.113.20,20409,80,TCP,14035,28,1624,SYN-ACK
